TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Fruit,-6.6,e
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Vegetables,9,e
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Potatoes,-47,e
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Sugar,15,e
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,"Coffee, tea and cocoa",:,
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Fruit and vegetables juices ,-10.4,e
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Wine from grapes,3.3,e
2014M12,France,Percentage change m/m-12,Agricultural commodity price index,Beer,7.8,e
2014M12,France,Percentage change m/m-12,Import price index,Food,0.4,
2014M12,France,Percentage change m/m-12,Import price index,Bread and cereals,-1.9,
2014M12,France,Percentage change m/m-12,Import price index,Bread,-14,
2014M12,France,Percentage change m/m-12,Import price index,Meat,-1.3,
2014M12,France,Percentage change m/m-12,Import price index,Beef and veal,-1.6,
2014M12,France,Percentage change m/m-12,Import price index,Pork,-7.3,
2014M12,France,Percentage change m/m-12,Import price index,Lamb and goat,12.3,
2014M12,France,Percentage change m/m-12,Import price index,Poultry,-2.4,
2014M12,France,Percentage change m/m-12,Import price index,Fish and seafood,3.2,
2014M12,France,Percentage change m/m-12,Import price index,"Milk, cheese and eggs",-8.7,
2014M12,France,Percentage change m/m-12,Import price index,Fresh whole milk ,-12.6,
2014M12,France,Percentage change m/m-12,Import price index,Yoghurt,2.6,
2014M12,France,Percentage change m/m-12,Import price index,Cheese and curd,-5.7,
2014M12,France,Percentage change m/m-12,Import price index,Eggs,5.6,
2014M12,France,Percentage change m/m-12,Import price index,Oils and fats,-1.5,
2014M12,France,Percentage change m/m-12,Import price index,Butter,-19,
2014M12,France,Percentage change m/m-12,Import price index,Olive oil,7.1,
2014M12,France,Percentage change m/m-12,Import price index,Other edible oils,-1.8,
2014M12,France,Percentage change m/m-12,Import price index,Fruit,8.8,
2014M12,France,Percentage change m/m-12,Import price index,Vegetables,-2.4,
2014M12,France,Percentage change m/m-12,Import price index,Potatoes,-26,
2014M12,France,Percentage change m/m-12,Import price index,Sugar,-18,
2014M12,France,Percentage change m/m-12,Import price index,"Coffee, tea and cocoa",6.8,
2014M12,France,Percentage change m/m-12,Import price index,Fruit and vegetables juices ,4.2,
2014M12,France,Percentage change m/m-12,Import price index,Wine from grapes,-4.7,
2014M12,France,Percentage change m/m-12,Import price index,Beer,-1.5,
2015M01,France,"Index, 2015=100",Producer price index,Food,99.8,
2015M01,France,"Index, 2015=100",Producer price index,Bread and cereals,100.6,
2015M01,France,"Index, 2015=100",Producer price index,Bread,100.7,
2015M01,France,"Index, 2015=100",Producer price index,Meat,98.2,
2015M01,France,"Index, 2015=100",Producer price index,Beef and veal,:,
2015M01,France,"Index, 2015=100",Producer price index,Pork,:,
2015M01,France,"Index, 2015=100",Producer price index,Lamb and goat,:,
2015M01,France,"Index, 2015=100",Producer price index,Poultry,100.5,
2015M01,France,"Index, 2015=100",Producer price index,Fish and seafood,100,
2015M01,France,"Index, 2015=100",Producer price index,"Milk, cheese and eggs",:,
2015M01,France,"Index, 2015=100",Producer price index,Fresh whole milk ,:,
2015M01,France,"Index, 2015=100",Producer price index,Yoghurt,:,
2015M01,France,"Index, 2015=100",Producer price index,Cheese and curd,:,
2015M01,France,"Index, 2015=100",Producer price index,Eggs,:,
2015M01,France,"Index, 2015=100",Producer price index,Oils and fats,98.1,
2015M01,France,"Index, 2015=100",Producer price index,Butter,:,
2015M01,France,"Index, 2015=100",Producer price index,Olive oil,:,
2015M01,France,"Index, 2015=100",Producer price index,Other edible oils,97.9,
2015M01,France,"Index, 2015=100",Producer price index,Fruit,:,
2015M01,France,"Index, 2015=100",Producer price index,Vegetables,:,
2015M01,France,"Index, 2015=100",Producer price index,Potatoes,:,
2015M01,France,"Index, 2015=100",Producer price index,Sugar,102.1,
2015M01,France,"Index, 2015=100",Producer price index,"Coffee, tea and cocoa",99.1,
2015M01,France,"Index, 2015=100",Producer price index,Fruit and vegetables juices ,99.6,
2015M01,France,"Index, 2015=100",Producer price index,Wine from grapes,100.3,
2015M01,France,"Index, 2015=100",Producer price index,Beer,99.3,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Food,99.46,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Bread and cereals,99.99,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,99.79,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,99.63,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,99.14,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,99.34,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,99.06,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,100.3,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,101.07,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",100.64,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,100.44,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,100.42,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,100.85,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,101.04,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,98.97,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,98.11,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,97.73,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,99.9,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,91.26,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,100.55,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,104.22,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",100.22,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,100.07,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,99.21,
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,100.71,
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Food,99.6,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,105.4,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Bread,109.1,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Meat,97.5,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,97.9,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Pork,92.4,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,103.6,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Poultry,98.9,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2015M01,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",101.8,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,101.6,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,101.6,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,101.6,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Eggs,104.2,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,93.9,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Butter,101.5,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,93.9,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Fruit,97.3,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,105.9,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,65.1,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Sugar,99.2,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,96,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,99.5,be
2015M01,France,"Index, 2015=100",Agricultural commodity price index,Beer,100.8,be
2015M01,France,"Index, 2015=100",Import price index,Food,97.6,
2015M01,France,"Index, 2015=100",Import price index,Bread and cereals,97.4,
2015M01,France,"Index, 2015=100",Import price index,Bread,103.4,
2015M01,France,"Index, 2015=100",Import price index,Meat,98.1,
2015M01,France,"Index, 2015=100",Import price index,Beef and veal,95.2,
2015M01,France,"Index, 2015=100",Import price index,Pork,97.2,
2015M01,France,"Index, 2015=100",Import price index,Lamb and goat,101.5,
2015M01,France,"Index, 2015=100",Import price index,Poultry,99.4,
2015M01,France,"Index, 2015=100",Import price index,Fish and seafood,98.4,
2015M01,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",98.7,
2015M01,France,"Index, 2015=100",Import price index,Fresh whole milk ,102.7,
2015M01,France,"Index, 2015=100",Import price index,Yoghurt,97.4,
2015M01,France,"Index, 2015=100",Import price index,Cheese and curd,97.8,
2015M01,France,"Index, 2015=100",Import price index,Eggs,91.6,
2015M01,France,"Index, 2015=100",Import price index,Oils and fats,97,
2015M01,France,"Index, 2015=100",Import price index,Butter,97.6,
2015M01,France,"Index, 2015=100",Import price index,Olive oil,90.2,
2015M01,France,"Index, 2015=100",Import price index,Other edible oils,94.4,
2015M01,France,"Index, 2015=100",Import price index,Fruit,92.8,
2015M01,France,"Index, 2015=100",Import price index,Vegetables,99.3,
2015M01,France,"Index, 2015=100",Import price index,Potatoes,97,
2015M01,France,"Index, 2015=100",Import price index,Sugar,104.4,
2015M01,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",97.9,
2015M01,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,97.7,
2015M01,France,"Index, 2015=100",Import price index,Wine from grapes,97.9,
2015M01,France,"Index, 2015=100",Import price index,Beer,99,
2015M01,France,Percentage change m/m-12,Producer price index,Food,-2.7,
2015M01,France,Percentage change m/m-12,Producer price index,Bread and cereals,-5.4,
2015M01,France,Percentage change m/m-12,Producer price index,Bread,-1.5,
2015M01,France,Percentage change m/m-12,Producer price index,Meat,-3.9,
2015M01,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2015M01,France,Percentage change m/m-12,Producer price index,Pork,:,
2015M01,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2015M01,France,Percentage change m/m-12,Producer price index,Poultry,-2.6,
2015M01,France,Percentage change m/m-12,Producer price index,Fish and seafood,-1.9,
2015M01,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2015M01,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2015M01,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2015M01,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2015M01,France,Percentage change m/m-12,Producer price index,Eggs,:,
2015M01,France,Percentage change m/m-12,Producer price index,Oils and fats,-6,
2015M01,France,Percentage change m/m-12,Producer price index,Butter,:,
2015M01,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2015M01,France,Percentage change m/m-12,Producer price index,Other edible oils,-6.3,
2015M01,France,Percentage change m/m-12,Producer price index,Fruit,:,
2015M01,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2015M01,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2015M01,France,Percentage change m/m-12,Producer price index,Sugar,-28.6,
2015M01,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",12.7,
2015M01,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,-1.1,
2015M01,France,Percentage change m/m-12,Producer price index,Wine from grapes,-0.2,
2015M01,France,Percentage change m/m-12,Producer price index,Beer,2.1,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Food,-0.3,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread and cereals,-0.7,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread,0.3,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Meat,0.2,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Beef and veal,0.5,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Pork,0.1,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Lamb and goat,1.1,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Poultry,-0.5,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Fish and seafood,0.4,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,"Milk, cheese and eggs",0.1,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Fresh whole milk ,0.6,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Yoghurt,0.2,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Cheese and curd,0.9,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Eggs,-2.8,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Oils and fats,-1.1,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Butter,-0.9,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Olive oil,-1.8,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Other edible oils,-0.9,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit,-0.2,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Vegetables,0.9,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Potatoes,:,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Sugar,-5.3,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,"Coffee, tea and cocoa",-1.7,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit and vegetables juices ,-0.8,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Wine from grapes,2.1,
2015M01,France,Percentage change m/m-12,Harmonised index of consumer prices,Beer,-0.8,
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Food,-5.4,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Bread and cereals,-2.2,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Bread,0,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Meat,-6.2,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Beef and veal,-5,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Pork,-11.5,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Lamb and goat,6.1,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Poultry,-5.9,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Fish and seafood,:,
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,"Milk, cheese and eggs",-15.3,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Fresh whole milk ,-17.5,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Yoghurt,-17.5,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Cheese and curd,-17.5,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Eggs,9.2,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Oils and fats,-3.2,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Butter,-18.7,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Olive oil,:,
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Other edible oils,-3.2,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Fruit,-2.7,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Vegetables,16.8,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Potatoes,-45.8,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Sugar,17.8,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Fruit and vegetables juices ,-4.7,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Wine from grapes,2.1,be
2015M01,France,Percentage change m/m-12,Agricultural commodity price index,Beer,6.2,be
2015M01,France,Percentage change m/m-12,Import price index,Food,1.6,
2015M01,France,Percentage change m/m-12,Import price index,Bread and cereals,-0.6,
2015M01,France,Percentage change m/m-12,Import price index,Bread,-8.4,
2015M01,France,Percentage change m/m-12,Import price index,Meat,-0.4,
2015M01,France,Percentage change m/m-12,Import price index,Beef and veal,-0.4,
2015M01,France,Percentage change m/m-12,Import price index,Pork,-9.9,
2015M01,France,Percentage change m/m-12,Import price index,Lamb and goat,13.9,
2015M01,France,Percentage change m/m-12,Import price index,Poultry,-2.3,
2015M01,France,Percentage change m/m-12,Import price index,Fish and seafood,1.8,
2015M01,France,Percentage change m/m-12,Import price index,"Milk, cheese and eggs",-14.2,
2015M01,France,Percentage change m/m-12,Import price index,Fresh whole milk ,-11.9,
2015M01,France,Percentage change m/m-12,Import price index,Yoghurt,0.3,
2015M01,France,Percentage change m/m-12,Import price index,Cheese and curd,-13.4,
2015M01,France,Percentage change m/m-12,Import price index,Eggs,-1.6,
2015M01,France,Percentage change m/m-12,Import price index,Oils and fats,6.1,
2015M01,France,Percentage change m/m-12,Import price index,Butter,-23.6,
2015M01,France,Percentage change m/m-12,Import price index,Olive oil,15.6,
2015M01,France,Percentage change m/m-12,Import price index,Other edible oils,7.5,
2015M01,France,Percentage change m/m-12,Import price index,Fruit,13.2,
2015M01,France,Percentage change m/m-12,Import price index,Vegetables,6.4,
2015M01,France,Percentage change m/m-12,Import price index,Potatoes,-8.9,
2015M01,France,Percentage change m/m-12,Import price index,Sugar,-20.2,
2015M01,France,Percentage change m/m-12,Import price index,"Coffee, tea and cocoa",11.8,
2015M01,France,Percentage change m/m-12,Import price index,Fruit and vegetables juices ,-2.7,
2015M01,France,Percentage change m/m-12,Import price index,Wine from grapes,-2.8,
2015M01,France,Percentage change m/m-12,Import price index,Beer,2.5,
2015M02,France,"Index, 2015=100",Producer price index,Food,100,
2015M02,France,"Index, 2015=100",Producer price index,Bread and cereals,100.4,
2015M02,France,"Index, 2015=100",Producer price index,Bread,100.8,
2015M02,France,"Index, 2015=100",Producer price index,Meat,98.5,
2015M02,France,"Index, 2015=100",Producer price index,Beef and veal,:,
2015M02,France,"Index, 2015=100",Producer price index,Pork,:,
2015M02,France,"Index, 2015=100",Producer price index,Lamb and goat,:,
2015M02,France,"Index, 2015=100",Producer price index,Poultry,99.9,
2015M02,France,"Index, 2015=100",Producer price index,Fish and seafood,97.1,
2015M02,France,"Index, 2015=100",Producer price index,"Milk, cheese and eggs",:,
2015M02,France,"Index, 2015=100",Producer price index,Fresh whole milk ,:,
2015M02,France,"Index, 2015=100",Producer price index,Yoghurt,:,
2015M02,France,"Index, 2015=100",Producer price index,Cheese and curd,:,
2015M02,France,"Index, 2015=100",Producer price index,Eggs,:,
2015M02,France,"Index, 2015=100",Producer price index,Oils and fats,98.2,
2015M02,France,"Index, 2015=100",Producer price index,Butter,:,
2015M02,France,"Index, 2015=100",Producer price index,Olive oil,:,
2015M02,France,"Index, 2015=100",Producer price index,Other edible oils,98,
2015M02,France,"Index, 2015=100",Producer price index,Fruit,:,
2015M02,France,"Index, 2015=100",Producer price index,Vegetables,:,
2015M02,France,"Index, 2015=100",Producer price index,Potatoes,:,
2015M02,France,"Index, 2015=100",Producer price index,Sugar,100.3,
2015M02,France,"Index, 2015=100",Producer price index,"Coffee, tea and cocoa",98.5,
2015M02,France,"Index, 2015=100",Producer price index,Fruit and vegetables juices ,100.1,
2015M02,France,"Index, 2015=100",Producer price index,Wine from grapes,99.2,
2015M02,France,"Index, 2015=100",Producer price index,Beer,99.4,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Food,99.69,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Bread and cereals,100.01,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,99.96,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,99.77,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,99.22,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,100.38,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,99.23,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,100.23,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,99.42,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",100.48,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,99.94,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,100.26,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,100.76,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,100.74,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,98.74,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,97.85,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,97.51,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,99.86,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,93.18,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,102.4,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,103.63,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",100.18,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,99.68,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,99.37,
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,100.77,
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Food,99.3,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,104.8,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Bread,108,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Meat,98,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,98.7,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Pork,93.4,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,102.8,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Poultry,98.9,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2015M02,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",99.1,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,98.9,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,98.9,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,98.9,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Eggs,100.9,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,96.6,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Butter,98.9,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,96.6,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Fruit,97.6,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,107.2,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,66.3,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Sugar,99.4,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,96.8,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,99.2,e
2015M02,France,"Index, 2015=100",Agricultural commodity price index,Beer,98.4,e
2015M02,France,"Index, 2015=100",Import price index,Food,98.7,
2015M02,France,"Index, 2015=100",Import price index,Bread and cereals,98.2,
2015M02,France,"Index, 2015=100",Import price index,Bread,100,
2015M02,France,"Index, 2015=100",Import price index,Meat,98.7,
2015M02,France,"Index, 2015=100",Import price index,Beef and veal,95.7,
2015M02,France,"Index, 2015=100",Import price index,Pork,97.5,
2015M02,France,"Index, 2015=100",Import price index,Lamb and goat,103.3,
2015M02,France,"Index, 2015=100",Import price index,Poultry,100.5,
2015M02,France,"Index, 2015=100",Import price index,Fish and seafood,98.8,
2015M02,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",100.9,
2015M02,France,"Index, 2015=100",Import price index,Fresh whole milk ,109.9,
2015M02,France,"Index, 2015=100",Import price index,Yoghurt,100.6,
2015M02,France,"Index, 2015=100",Import price index,Cheese and curd,98.7,
2015M02,France,"Index, 2015=100",Import price index,Eggs,93.6,
2015M02,France,"Index, 2015=100",Import price index,Oils and fats,96.9,
2015M02,France,"Index, 2015=100",Import price index,Butter,99.6,
2015M02,France,"Index, 2015=100",Import price index,Olive oil,90.2,
2015M02,France,"Index, 2015=100",Import price index,Other edible oils,93.9,
2015M02,France,"Index, 2015=100",Import price index,Fruit,97.4,
2015M02,France,"Index, 2015=100",Import price index,Vegetables,99,
2015M02,France,"Index, 2015=100",Import price index,Potatoes,97.4,
2015M02,France,"Index, 2015=100",Import price index,Sugar,104.1,
2015M02,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",98.1,
2015M02,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,99.7,
2015M02,France,"Index, 2015=100",Import price index,Wine from grapes,99.8,
2015M02,France,"Index, 2015=100",Import price index,Beer,98.2,
2015M02,France,Percentage change m/m-12,Producer price index,Food,-2.6,
2015M02,France,Percentage change m/m-12,Producer price index,Bread and cereals,-5,
2015M02,France,Percentage change m/m-12,Producer price index,Bread,-1.3,
2015M02,France,Percentage change m/m-12,Producer price index,Meat,-3.7,
2015M02,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2015M02,France,Percentage change m/m-12,Producer price index,Pork,:,
2015M02,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2015M02,France,Percentage change m/m-12,Producer price index,Poultry,-3.2,
2015M02,France,Percentage change m/m-12,Producer price index,Fish and seafood,-4.6,
2015M02,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2015M02,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2015M02,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2015M02,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2015M02,France,Percentage change m/m-12,Producer price index,Eggs,:,
2015M02,France,Percentage change m/m-12,Producer price index,Oils and fats,-5.8,
2015M02,France,Percentage change m/m-12,Producer price index,Butter,:,
2015M02,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2015M02,France,Percentage change m/m-12,Producer price index,Other edible oils,-6,
2015M02,France,Percentage change m/m-12,Producer price index,Fruit,:,
2015M02,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2015M02,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2015M02,France,Percentage change m/m-12,Producer price index,Sugar,-29.8,
2015M02,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",13.2,
2015M02,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,0.4,
